STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,incgrp,Income situation in relation to the risk of poverty threshold,hhcomp,Household composition,tenure,Tenure status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2019,,4.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2020,,3.0,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2021,,3.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2022,,3.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2023,,3.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2024,,3.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2025,,3.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2007,,4.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2008,,4.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2009,,4.4,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2010,,4.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2011,,4.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2012,,5.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2013,,4.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2014,,5.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2015,,5.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2016,,5.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2017,,5.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2018,,5.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2019,,5.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2020,,5.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2021,,5.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2022,,5.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2023,,5.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2024,,5.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2025,,5.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2005,,9.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2006,,7.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2007,,7.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2008,,7.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2009,,7.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2010,,6.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2011,,9.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2012,,10.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2013,,10.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2014,,10.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2015,,10.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2016,,11.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2017,,11.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2018,,10.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2019,,10.7,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2020,,10.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2021,,10.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2022,,10.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2023,,10.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2024,,11.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2025,,10.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2005,,12.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2010,,14.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2011,,14.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2012,,14.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2013,,14.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2014,,14.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2015,,15.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2016,,14.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2017,,15.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2018,,14.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2019,,15.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2020,,14.6,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2021,,15.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2022,,15.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2023,,15.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2024,,15.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,DE,Germany,2025,,15.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2007,,2.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2008,,2.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2009,,2.2,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2010,,2.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2011,,2.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2012,,2.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2013,,2.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2014,,2.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2015,,2.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2016,,2.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2017,,2.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2018,,3.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2019,,3.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2020,,3.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2021,,3.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A1,One adult,RENT,Tenant,PC,Percentage,ES,Spain,2022,,3.1,,,,,
